,book_id,goodreads_book_id,best_book_id,work_id,books_count,authors,original_publication_year,title,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url,language_code,genres
1497,1498,11602,11602,3166850,112,Stephen King,1999,Hearts in Atlantis,3.8,65063,70886,1588,1268,5421,19496,24725,19976,https://images.gr-assets.com/books/1374048926m/11602.jpg,eng,"['horror', 'fiction', 'fantasy', 'thriller', 'suspense', 'mystery', 'historical-fiction']"
1498,1499,28587957,28587957,45950662,46,Jodi Picoult,2016,Small Great Things,4.35,73745,97404,11839,1035,2060,9633,33373,51303,https://images.gr-assets.com/books/1468057481m/28587957.jpg,eng,"['fiction', 'contemporary', 'chick-lit', 'crime']"
1499,1500,11298,11298,2057170,146,"Haruki Murakami, Alfred Birnbaum",1982,"A Wild Sheep Chase (The Rat, #3)",3.94,55262,63449,3161,561,2882,14590,27275,18141,https://images.gr-assets.com/books/1327908774m/11298.jpg,eng,"['fiction', 'fantasy', 'contemporary', 'mystery']"
1500,1501,252499,252499,1024199,61,Philippa Gregory,2003,"The Queen's Fool (The Plantagenet and Tudor Novels, #12)",3.83,69504,74843,2884,859,4137,21150,29517,19180,https://images.gr-assets.com/books/1399204116m/252499.jpg,eng,"['historical-fiction', 'fiction', 'romance', 'chick-lit']"
1501,1502,12812550,12812550,17961723,66,Laini Taylor,2012,"Days of Blood & Starlight (Daughter of Smoke & Bone, #2)",4.21,85746,99031,10724,1604,3200,13879,34953,45395,https://images.gr-assets.com/books/1461353798m/12812550.jpg,eng,"['fantasy', 'young-adult', 'romance', 'paranormal', 'fiction']"
1502,1503,8682,8682,1105831,31,Tom Robbins,1984,Jitterbug Perfume,4.24,48277,55296,3099,687,1888,7929,17887,26905,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,eng,"['fiction', 'fantasy', 'contemporary', 'classics']"
1503,1504,144350,144350,6627896,61,John Flanagan,2006,"The Battle for Skandia (Ranger's Apprentice, #4)",4.32,60959,66668,1603,594,1365,8641,21627,34441,https://images.gr-assets.com/books/1294443954m/144350.jpg,eng,"['fantasy', 'young-adult', 'fiction']"
1504,1505,10576365,10576365,15483434,41,Alexandra Bracken,2012,"The Darkest Minds (The Darkest Minds, #1)",4.26,83886,90772,11330,1380,3193,11844,28768,45587,https://images.gr-assets.com/books/1343178841m/10576365.jpg,eng,"['young-adult', 'fantasy', 'science-fiction', 'romance', 'paranormal', 'fiction']"
1505,1506,1427,1427,3341790,154,"Paulo Coelho, Margaret Jull Costa",2005,The Zahir,3.56,50921,56047,2731,2677,6561,16568,16990,13251,https://images.gr-assets.com/books/1493044059m/1427.jpg,eng,"['fiction', 'philosophy', 'contemporary', 'romance', 'spirituality']"
1506,1507,1134122,1134122,1121350,116,Norman Vincent Peale,1952,The Power of Positive Thinking,4.08,52704,54516,838,1265,2426,10192,17315,23318,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,eng,"['self-help', 'nonfiction', 'psychology', 'business', 'philosophy', 'spirituality', 'religion']"
1507,1508,23346377,23346377,42905101,58,Ruth Ware,2015,"In a Dark, Dark Wood",3.65,67344,84171,9107,1904,6968,26321,32390,16588,https://images.gr-assets.com/books/1429521615m/23346377.jpg,eng,"['fiction', 'contemporary', 'chick-lit', 'crime']"
1508,1509,17728,17728,1652564,602,"Edith Wharton, Nina Bawden",1905,The House of Mirth,3.94,60611,67714,3489,1731,3912,14142,24545,23384,https://images.gr-assets.com/books/1328729186m/17728.jpg,eng,"['classics', 'fiction', 'historical-fiction']"
1509,1510,2454986,2454986,2462181,22,"Hiro Mashima, William Flanagan",2006,"Fairy Tail, Vol. 1 (Fairy Tail, #1)",4.4,65477,66294,667,1092,2055,7476,14494,41177,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,eng,"['manga', 'fantasy', 'graphic-novels', 'comics', 'young-adult', 'fiction']"
1510,1511,21535271,21535271,40864254,56,"Patrick Rothfuss, Nate  Taylor",2014,The Slow Regard of Silent Things (The Kingkiller Chronicle #2.5),3.92,57716,70650,7633,2506,5300,14205,22248,26391,https://images.gr-assets.com/books/1398466695m/21535271.jpg,eng,"['fantasy', 'fiction']"
1511,1512,18478222,18478222,160246,749,Solomon Northup,1853,Twelve Years a Slave,4.15,39758,64894,4918,1035,2266,10046,23893,27654,https://images.gr-assets.com/books/1378793462m/18478222.jpg,eng,"['nonfiction', 'history', 'biography', 'classics', 'memoir']"
1512,1513,7046495,7046495,7370233,46,J.R. Ward,2010,"Lover Mine (Black Dagger Brotherhood, #8)",4.41,82824,90079,3872,616,1846,9925,25598,52094,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,eng,"['paranormal', 'romance', 'fantasy', 'fiction']"
1513,1514,17780,17780,1640941,86,Nathaniel Philbrick,1999,In the Heart of the Sea: The Tragedy of the Whaleship Essex,4.16,57259,61145,4593,743,1672,9369,24755,24606,https://images.gr-assets.com/books/1335902168m/17780.jpg,eng,"['nonfiction', 'history', 'biography']"
1514,1515,81227,81227,1133588,57,Ayaan Hirsi Ali,2006,Infidel,4.2,58432,62162,5662,1168,1891,8759,22116,28228,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,eng,"['nonfiction', 'memoir', 'biography', 'religion']"
1515,1516,242472,242472,2157806,103,Nassim Nicholas Taleb,2007,The Black Swan: The Impact of the Highly Improbable,3.88,53586,58766,3368,1861,4036,12599,20887,19383,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,eng,"['nonfiction', 'business', 'philosophy', 'science', 'psychology', 'history']"
1516,1517,13281368,13281368,14373498,75,Justin Cronin,2012,"The Twelve (The Passage, #2)",3.98,56756,67607,6682,660,2845,14411,28633,21058,https://images.gr-assets.com/books/1331230956m/13281368.jpg,eng,"['horror', 'fiction', 'fantasy', 'science-fiction', 'thriller']"
1517,1518,17125,17125,838042,264,"Aleksandr Solzhenitsyn, H.T. Willetts",1962,One Day in the Life of Ivan Denisovich,3.94,61678,72038,2915,1147,3666,16109,28201,22915,https://images.gr-assets.com/books/1427731744m/17125.jpg,eng,"['fiction', 'classics', 'historical-fiction']"
1518,1519,827,827,2181158,58,Neal Stephenson,1995,"The Diamond Age: or, A Young Lady's Illustrated Primer",4.19,61836,66621,2821,602,2255,10287,24102,29375,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,eng,"['science-fiction', 'fiction', 'fantasy']"
1519,1520,164154,164154,250975,118,Walter M. Miller Jr.,1959,A Canticle for Leibowitz,3.97,66721,71988,3596,1579,4264,14698,25329,26118,https://images.gr-assets.com/books/1450516880m/164154.jpg,eng,"['science-fiction', 'fiction', 'classics', 'fantasy', 'religion']"
1520,1521,7728,7728,1052210,423,"Sophocles, J.E. Thomas",-441,"Antigone (The Theban Plays, #3)",3.6,67608,78535,1893,1881,8279,25895,25697,16783,https://images.gr-assets.com/books/1486701308m/7728.jpg,eng,"['classics', 'fiction']"
1521,1522,4954833,4954833,5020624,86,Colm Tóibín,2009,Brooklyn,3.63,55459,67822,8669,1042,5940,21904,27255,11681,https://images.gr-assets.com/books/1489957005m/4954833.jpg,eng,"['fiction', 'historical-fiction', 'romance']"
1522,1523,8525590,8525590,13392566,44,Lauren DeStefano,2011,"Wither (The Chemical Garden, #1)",3.81,84776,88657,7886,3105,7449,20924,28676,28503,https://images.gr-assets.com/books/1341532430m/8525590.jpg,eng,"['young-adult', 'fantasy', 'science-fiction', 'fiction', 'paranormal']"
1523,1524,27161156,27161156,47200486,30,J.D. Vance,2016,Hillbilly Elegy: A Memoir of a Family and Culture in Crisis,3.99,80737,105770,13146,1429,4680,21299,44927,33435,https://images.gr-assets.com/books/1463569814m/27161156.jpg,eng,"['nonfiction', 'memoir', 'biography', 'history']"
1524,1525,113435,113435,195579,55,Robert Jordan,2003,"Crossroads of Twilight (Wheel of Time, #10)",3.82,61361,68479,1599,2097,5975,16531,21644,22232,https://images.gr-assets.com/books/1408325146m/113435.jpg,eng,"['fantasy', 'fiction']"
1525,1526,35220,35220,2314709,800,Stephen Crane,1871,The Red Badge of Courage,3.21,68448,74975,2825,6036,12395,26446,20066,10032,https://images.gr-assets.com/books/1327936136m/35220.jpg,eng,"['classics', 'fiction', 'historical-fiction', 'young-adult']"
1526,1527,21413662,21413662,40714465,59,Randall Munroe,2014,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,4.17,60236,71829,5437,1387,2708,10945,24313,32476,https://images.gr-assets.com/books/1451351509m/21413662.jpg,eng,"['nonfiction', 'science', 'comics']"
1527,1528,55399,55399,2646042,64,Steven Erikson,1999,"Gardens of the Moon (The Malazan Book of the Fallen, #1)",3.85,57993,64654,3720,2616,4780,13280,22849,21129,https://images.gr-assets.com/books/1355144064m/55399.jpg,eng,"['fantasy', 'fiction']"
1528,1529,816720,816720,13855759,133,Paulo Coelho,2006,The Witch Of Portobello,3.51,51461,58074,3181,2660,7458,18085,17116,12755,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,eng,"['fiction', 'philosophy', 'spirituality', 'fantasy', 'contemporary', 'religion', 'romance', 'mystery', 'books', 'classics', 'paranormal', 'historical-fiction']"
1529,1530,77276,77276,1196024,20,Madeleine L'Engle,1978,"A Swiftly Tilting Planet (A Wrinkle in Time Quintet, #3)",4.13,75851,80918,1477,891,2666,15130,28633,33598,https://images.gr-assets.com/books/1327465278m/77276.jpg,eng,"['fantasy', 'young-adult', 'fiction', 'science-fiction', 'classics']"
1530,1531,262430,262430,524491,75,Suzanne Collins,2003,"Gregor the Overlander (Underland Chronicles, #1)",3.99,66823,72486,5376,1705,3653,14937,25516,26675,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,eng,"['fantasy', 'young-adult', 'fiction', 'science-fiction']"
1531,1532,8554005,8554005,10809193,52,Jodi Picoult,2011,Sing You Home,3.76,62494,68347,6241,1770,5345,18571,24791,17870,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,eng,"['fiction', 'contemporary', 'chick-lit', 'romance']"
1532,1533,31336,31336,2925924,65,Anne Rice,1992,"The Tale of the Body Thief (The Vampire Chronicles, #4)",3.7,67267,71768,1161,1427,6552,22211,23262,18316,https://images.gr-assets.com/books/1361577271m/31336.jpg,eng,"['horror', 'fantasy', 'fiction', 'paranormal']"
1533,1534,15158,15158,2571396,90,David Baldacci,2005,"The Camel Club (Camel Club, #1)",4.02,58973,63140,2255,886,2571,12705,25005,21973,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,eng,"['thriller', 'fiction', 'mystery', 'suspense', 'crime']"
1534,1535,33676,33676,940067,73,James Patterson,2006,"Saving the World and Other Extreme Sports (Maximum Ride, #3)",4.16,75436,80114,2529,1081,3410,14312,24389,36922,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,eng,"['young-adult', 'fantasy', 'science-fiction', 'fiction', 'paranormal', 'romance']"
1535,1536,43892,43892,3109672,57,Terry Goodkind,1996,"Blood of the Fold (Sword of Truth, #3)",3.98,60624,64653,958,1009,3226,14259,23434,22725,https://images.gr-assets.com/books/1443563626m/43892.jpg,eng,"['fantasy', 'fiction', 'romance']"
1536,1537,16180,16180,816515,76,Philippa Gregory,2006,"The Boleyn Inheritance (The Plantagenet and Tudor Novels, #10)",3.84,62135,71070,3967,506,3336,20312,29721,17195,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,eng,"['historical-fiction', 'fiction', 'romance', 'chick-lit']"
1537,1538,22501028,22501028,41711673,47,Anne Tyler,2015,A Spool of Blue Thread,3.4,42339,60334,7715,2302,7578,21930,20780,7744,https://images.gr-assets.com/books/1451435883m/22501028.jpg,eng,"['fiction', 'contemporary', 'historical-fiction']"
1538,1539,30555488,30555488,48287641,48,Colson Whitehead,2016,The Underground Railroad,4.04,72052,92096,11045,1259,3885,16777,38456,31719,https://images.gr-assets.com/books/1493178362m/30555488.jpg,eng,"['historical-fiction', 'fiction']"
1539,1540,106085,106085,1319792,39,Melissa de la Cruz,2007,"Masquerade (Blue Bloods, #2)",3.91,76598,79673,2045,1493,5298,19716,25177,27989,https://images.gr-assets.com/books/1322287499m/106085.jpg,eng,"['young-adult', 'fantasy', 'paranormal', 'romance', 'fiction']"
1540,1541,8685612,8685612,7030253,35,Julie Kagawa,2011,"The Iron Queen (The Iron Fey, #3)",4.24,82373,85131,4580,1217,2819,12701,25786,42608,https://images.gr-assets.com/books/1321070331m/8685612.jpg,eng,"['fantasy', 'young-adult', 'romance', 'paranormal', 'fiction']"
1541,1542,16034964,16034964,21807237,41,Cora Carmack,2012,"Losing It (Losing It, #1)",3.77,84438,91275,6615,2396,7028,24581,32744,24526,https://images.gr-assets.com/books/1348459319m/16034964.jpg,eng,"['romance', 'contemporary', 'chick-lit', 'young-adult', 'fiction']"
1542,1543,13573236,13573236,19153727,87,John Grisham,2012,The Racketeer,3.79,48286,66645,6871,939,4252,18459,27477,15518,https://images.gr-assets.com/books/1344371438m/13573236.jpg,eng,"['fiction', 'mystery', 'thriller', 'crime', 'suspense']"
1543,1544,6192,6192,1882981,126,J.M. Coetzee,1999,Disgrace,3.83,50422,62387,4573,1369,4284,14721,25122,16891,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,eng,"['fiction', 'contemporary', 'classics']"
1544,1545,776407,776407,3244521,146,"A.A. Milne, Ernest H. Shepard",1928,"The House at Pooh Corner (Winnie-the-Pooh, #2)",4.36,69102,71538,866,689,1444,9318,20394,39693,https://images.gr-assets.com/books/1348195621m/776407.jpg,eng,"['classics', 'fiction', 'fantasy', 'young-adult']"
1545,1546,7165300,7165300,7534979,42,Brent Weeks,2010,"The Black Prism (Lightbringer, #1)",4.24,58906,65873,3022,827,2039,8245,24370,30392,https://images.gr-assets.com/books/1327921884m/7165300.jpg,eng,"['fantasy', 'fiction']"
1546,1547,6976,6976,1408375,48,Sue Monk Kidd,2004,The Mermaid Chair,3.1,62760,65696,5910,4807,13288,24684,16305,6612,https://images.gr-assets.com/books/1388259308m/6976.jpg,eng,"['fiction', 'romance', 'chick-lit', 'contemporary']"
1547,1548,537296,537296,1231880,49,Arnold Lobel,1970,"Frog and Toad Are Friends (Frog and Toad, #1)",4.18,70119,70705,1010,1041,2915,12966,19278,34505,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,eng,"['fiction', 'classics', 'fantasy', 'young-adult']"
1548,1549,324277,324277,984147,56,"Lemony Snicket, Brett Helquist",2002,"The Carnivorous Carnival (A Series of Unfortunate Events, #9)",3.97,83981,86894,1710,942,4280,21100,31005,29567,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,eng,"['fiction', 'young-adult', 'fantasy', 'mystery']"
1549,1550,6574102,6574102,6767235,42,Ally Carter,2010,"Heist Society (Heist Society, #1)",3.91,75834,78149,4814,2617,5001,16839,25668,28024,https://images.gr-assets.com/books/1359254479m/6574102.jpg,eng,"['young-adult', 'mystery', 'contemporary', 'romance', 'fiction', 'chick-lit', 'crime']"
1550,1551,29437949,29437949,45981530,62,B.A. Paris,2016,Behind Closed Doors,3.93,57865,102851,12159,2944,6308,20514,37908,35177,https://images.gr-assets.com/books/1458854462m/29437949.jpg,eng,"['thriller', 'fiction', 'mystery', 'suspense', 'crime']"
1551,1552,682804,682804,1044737,64,Michael Shaara,1974,"The Killer Angels (The Civil War Trilogy, #2)",4.3,58372,62781,4020,715,1727,7747,20361,32231,https://images.gr-assets.com/books/1355371689m/682804.jpg,eng,"['historical-fiction', 'fiction', 'classics']"
1552,1553,30274,30274,1736002,51,Laurell K. Hamilton,1995,"Circus of the Damned (Anita Blake, Vampire Hunter, #3)",4.16,73883,80454,1373,780,2522,14606,27469,35077,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,eng,"['paranormal', 'fantasy', 'horror', 'romance', 'fiction', 'mystery']"
1553,1554,59264,59264,3736193,70,Jonathan Stroud,2006,"Ptolemy's Gate (Bartimaeus, #3)",4.24,63838,68833,1783,959,1972,9826,22917,33159,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,eng,"['fantasy', 'young-adult', 'fiction']"
1554,1555,29981,29981,68894,680,H.G. Wells,1896,The Island of Dr. Moreau,3.72,60346,70563,2767,897,5007,22375,27122,15162,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,eng,"['classics', 'science-fiction', 'fiction', 'horror', 'fantasy']"
1555,1556,13362536,13362536,18591132,42,Jennifer L. Armentrout,2012,"Opal (Lux, #3)",4.34,92014,98068,8330,1079,2588,11790,28917,53694,https://images.gr-assets.com/books/1348200300m/13362536.jpg,fr,"['young-adult', 'paranormal', 'romance', 'fantasy', 'science-fiction']"
1556,1557,6512154,6512154,6703901,54,Dave Eggers,2008,Zeitoun,4.08,55398,60136,7088,760,2129,10245,25365,21637,https://images.gr-assets.com/books/1296580156m/6512154.jpg,de,"['nonfiction', 'biography', 'history', 'memoir', 'contemporary']"
1557,1558,6609765,6609765,6803732,41,Sharon M. Draper,2010,Out of My Mind,4.37,63756,69573,10058,547,1483,7956,21472,38115,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,eng,"['young-adult', 'fiction', 'contemporary']"
1558,1559,12716010,12716010,14103064,59,Lauren Kate,2012,"Rapture (Fallen, #4)",4.03,79360,84367,5182,2222,5420,16312,24191,36222,https://images.gr-assets.com/books/1362339818m/12716010.jpg,eng,"['young-adult', 'fantasy', 'romance', 'paranormal', 'fiction']"
1559,1560,8564935,12180581,13433455,68,Amanda Hocking,2010,"Switched (Trylle, #1)",3.89,45319,80719,6341,2318,5578,18540,26661,27622,https://images.gr-assets.com/books/1288828865m/8564935.jpg,eng,"['fantasy', 'young-adult', 'paranormal', 'romance', 'fiction']"
1560,1561,130440,130440,3288400,330,"Boris Pasternak, Max Hayward, Manya Harari, John Bayley",1957,Doctor Zhivago,4.03,59973,66174,2162,1257,3530,12593,23103,25691,https://images.gr-assets.com/books/1385508725m/130440.jpg,eng,"['classics', 'fiction', 'historical-fiction', 'romance']"
1561,1562,22609310,34324605,42099145,28,Colleen Hoover,2015,Confess,4.25,72611,86860,11682,1122,2934,12186,27722,42896,https://images.gr-assets.com/books/1412280173m/22609310.jpg,eng,"['romance', 'contemporary', 'fiction', 'young-adult', 'chick-lit']"
1562,1563,15034320,15096164,20688937,62,Blake Crouch,2012,"Pines (Wayward Pines, #1)",3.88,34789,62057,5356,1420,3550,13928,25010,18149,https://images.gr-assets.com/books/1350740525m/15034320.jpg,es,"['thriller', 'mystery', 'fiction', 'science-fiction', 'horror', 'suspense', 'fantasy', 'crime', 'contemporary', 'paranormal']"
1563,1564,7675,7675,1511269,83,Michael Crichton,1994,Disclosure,3.76,57818,60056,710,924,4157,18087,22292,14596,https://images.gr-assets.com/books/1398678136m/7675.jpg,eng,"['fiction', 'thriller', 'mystery', 'suspense', 'science-fiction', 'crime']"
1564,1565,12875355,12875355,17822238,79,P.D. James,2012,Death Comes to Pemberley,3.21,65906,74781,8645,5576,13652,25738,19180,10635,https://images.gr-assets.com/books/1318936579m/12875355.jpg,eng,"['mystery', 'fiction', 'historical-fiction', 'crime', 'classics', 'romance', 'thriller', 'chick-lit', 'history', 'contemporary', 'suspense']"
1565,1566,5246,5246,132919,529,Edith Wharton,1911,Ethan Frome,3.35,72421,81757,4204,7015,11389,24161,24061,15131,https://images.gr-assets.com/books/1389822254m/5246.jpg,eng,"['classics', 'fiction', 'romance', 'historical-fiction']"
1566,1567,5205,5205,3046634,30,"Jane Hamilton, Frank  Muller, C.J. Critt",1992,A Map of the World,3.78,61347,62109,1394,1350,4011,17161,23967,15620,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,eng,"['fiction', 'contemporary']"
1567,1568,27362503,27362503,43940889,19,Colleen Hoover,2016,It Ends with Us,4.44,80433,94915,15878,1172,2155,8566,24847,58175,https://images.gr-assets.com/books/1470427482m/27362503.jpg,eng,"['romance', 'contemporary', 'fiction', 'chick-lit', 'young-adult']"
1568,1569,143534,143534,171430,2,"O. Henry, Lisbeth Zwerger",1905,The Gift of the Magi,4.07,66537,70501,1253,923,2968,14163,24466,27981,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,eng,"['classics', 'fiction', 'romance', 'young-adult']"
1569,1570,7442,7442,208153,45,Tom Wolfe,1968,The Electric Kool-Aid Acid Test,3.92,54848,58254,1529,982,3287,13596,21988,18401,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,eng,"['nonfiction', 'history', 'classics', 'biography', 'memoir']"
1570,1571,7437,7437,4055,139,"William S. Burroughs, James Grauerholz, Barry  Miles",1959,Naked Lunch,3.46,55473,61769,2759,4627,7799,17322,18615,13406,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,eng,"['fiction', 'classics', 'contemporary', 'thriller', 'science-fiction']"
1571,1572,25100,25100,2371237,50,"Neil Gaiman, Kelley Jones, Charles Vess, Colleen Doran, Malcolm Jones III, Steve Erickson",1991,Dream Country (The Sandman #3),4.28,67753,73932,1407,1786,1814,9096,22186,39050,https://images.gr-assets.com/books/1402485052m/25100.jpg,eng,"['graphic-novels', 'comics', 'fantasy', 'fiction', 'horror']"
1572,1573,5360,5360,1125216,95,John Grisham,2001,A Painted House,3.67,59974,64092,3334,2048,6355,18253,21725,15711,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,eng,"['fiction', 'mystery', 'historical-fiction', 'thriller', 'suspense']"
1573,1574,18423,18423,817527,127,"Ursula K. Le Guin, Lech Jęczmyk",1969,The Left Hand of Darkness,4.05,61888,72176,4708,1170,3497,13266,26812,27431,https://images.gr-assets.com/books/1488213612m/18423.jpg,eng,"['science-fiction', 'fiction', 'fantasy', 'classics']"
1574,1575,3213286,33290383,3247053,77,"John Green, Maureen Johnson, Lauren Myracle",2008,Let It Snow: Three Holiday Romances,3.84,57632,76517,7640,1110,4837,20638,28643,21289,https://images.gr-assets.com/books/1489409554m/3213286.jpg,eng,"['young-adult', 'romance', 'contemporary', 'fiction']"
1575,1576,7912007,7912007,11067830,80,Stephen King,2010,"Full Dark, No Stars",4.03,60672,69347,5276,682,2494,14005,28981,23185,https://images.gr-assets.com/books/1327892855m/7912007.jpg,eng,"['horror', 'fiction', 'thriller', 'mystery', 'suspense', 'fantasy', 'crime']"
1576,1577,20696006,20696006,40015533,62,Atul Gawande,2014,Being Mortal: Medicine and What Matters in the End,4.4,56510,65567,8698,982,1507,5579,19732,37767,https://images.gr-assets.com/books/1408324949m/20696006.jpg,eng,"['nonfiction', 'science', 'philosophy', 'psychology', 'memoir']"
1577,1578,32439,32439,442737,82,Dean Koontz,1987,Intensity,4.04,58062,61292,2323,991,2621,12745,21582,23353,https://images.gr-assets.com/books/1308458213m/32439.jpg,eng,"['horror', 'fiction', 'thriller', 'suspense', 'mystery', 'crime']"
1578,1579,6472246,6472246,6663373,15,Chelsea Handler,2010,Chelsea Chelsea Bang Bang,3.81,55355,57939,2918,1536,4300,15147,19625,17331,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,eng,"['memoir', 'nonfiction', 'biography', 'chick-lit', 'fiction', 'contemporary']"
1579,1580,37793,37793,10535173,603,"Henrik Ibsen, Michael   Meyer",1879,A Doll's House,3.69,69450,79492,2701,1820,7074,23481,28984,18133,https://images.gr-assets.com/books/1427119396m/37793.jpg,eng,"['classics', 'fiction']"
1580,1581,12658,12658,1056841,47,James A. Michener,1959,Hawaii,4.18,59963,61648,1287,561,1806,10458,21787,27036,https://images.gr-assets.com/books/1415585664m/12658.jpg,eng,"['historical-fiction', 'fiction', 'classics', 'travel']"
1581,1582,48328,48328,1235136,92,Richard Yates,1961,Revolutionary Road,3.89,56550,64720,5947,1576,4445,14100,23791,20808,https://images.gr-assets.com/books/1353721885m/48328.jpg,eng,"['fiction', 'classics', 'historical-fiction', 'contemporary']"
1582,1583,25373,25373,929639,34,"Rachel Cohn, David Levithan",2006,Nick & Norah's Infinite Playlist,3.73,60372,71514,4348,2378,6204,19509,23714,19709,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,eng,"['young-adult', 'romance', 'contemporary', 'fiction', 'music', 'chick-lit']"
1583,1584,18545,18545,73811,43,"Tom Stoppard, Henry Popkin",1966,Rosencrantz and Guildenstern Are Dead,4.06,67077,69783,1541,1394,3749,12598,23414,28628,https://images.gr-assets.com/books/1338735611m/18545.jpg,eng,"['fiction', 'classics', 'philosophy', 'historical-fiction', 'contemporary', 'poetry', 'fantasy', 'books']"
1584,1585,9409458,9409458,6961290,76,Maggie Stiefvater,2011,"Forever (The Wolves of Mercy Falls, #3)",3.91,85034,91288,7536,2005,6338,21233,29682,32030,https://images.gr-assets.com/books/1285771367m/9409458.jpg,eng,"['young-adult', 'fantasy', 'romance', 'paranormal', 'fiction']"
1585,1586,607639,607639,1020156,88,Alex Garland,1996,The Beach,3.91,52333,57583,2079,838,3254,13336,22974,17181,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,eng,"['fiction', 'travel', 'thriller', 'contemporary', 'classics']"
1586,1587,6617928,6617928,6812044,36,"Beth Hoffman, Jenna Lamia",2010,Saving CeeCee Honeycutt,3.92,54341,66882,7996,837,3460,15864,26904,19817,https://images.gr-assets.com/books/1348364490m/6617928.jpg,eng,"['fiction', 'historical-fiction', 'chick-lit', 'young-adult']"
1587,1588,10407279,10407279,15311332,46,Charlaine Harris,2012,"Deadlocked (Sookie Stackhouse, #12)",3.65,65932,82602,6858,2104,8469,25761,26265,20003,https://images.gr-assets.com/books/1357995380m/10407279.jpg,eng,"['fantasy', 'paranormal', 'fiction', 'romance', 'mystery']"
1588,1589,10579,10579,2330175,93,Stephen King,2002,Everything's Eventual: 14 Dark Tales,3.94,60932,67337,1715,492,2870,17240,26553,20182,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,eng,"['horror', 'fiction', 'fantasy', 'thriller']"
1589,1590,91244,91244,933852,51,Beverly Cleary,1955,"Beezus and Ramona (Ramona, #1)",3.97,75987,79139,1477,1553,3774,18481,27259,28072,https://images.gr-assets.com/books/1408924681m/91244.jpg,eng,"['fiction', 'classics', 'young-adult']"
1590,1591,13667,13667,1322014,110,Ursula K. Le Guin,1972,"The Farthest Shore (Earthsea Cycle, #3)",4.11,65626,70761,1175,765,2518,13315,25482,28681,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,eng,"['fantasy', 'fiction', 'young-adult', 'classics', 'science-fiction']"
1591,1592,7667,7667,997270,78,Michael Crichton,1996,Airframe,3.66,59229,63420,1482,1251,5523,20402,22606,13638,https://images.gr-assets.com/books/1405420599m/7667.jpg,eng,"['fiction', 'thriller', 'mystery', 'science-fiction', 'suspense']"
